DataOraIncidente,NumeroIncidenti
2021-09-08,11
2021-09-09,13
2021-09-10,11
2021-09-11,15
2021-09-12,8
2021-09-13,2
2021-09-14,10
2021-09-15,8
2021-09-16,6
2021-09-17,16
2021-09-18,14
2021-09-19,12
2021-09-20,8
2021-09-21,7
2021-09-22,8
2021-09-23,12
2021-09-24,7
2021-09-25,11
2021-09-26,13
2021-09-27,7
2021-09-28,14
2021-09-29,13
2021-09-30,10
2021-10-01,11
2021-10-02,21
2021-10-03,8
2021-10-04,12
2021-10-05,22
2021-10-06,12
2021-10-07,15
2021-10-08,18
2021-10-09,11
2021-10-10,14
2021-10-11,11
2021-10-12,6
2021-10-13,11
2021-10-14,10
2021-10-15,25
2021-10-16,23
2021-10-17,13
2021-10-18,7
2021-10-19,11
2021-10-20,14
2021-10-21,11
2021-10-22,6
2021-10-23,11
2021-10-24,22
2021-10-25,9
2021-10-26,6
2021-10-27,14
2021-10-28,10
2021-10-29,16
2021-10-30,15
2021-10-31,10
2021-11-01,37
2021-11-02,18
2021-11-03,24
2021-11-04,10
2021-11-05,18
2021-11-06,41
2021-11-07,20
2021-11-08,23
2021-11-09,19
2021-11-10,25
2021-11-11,24
2021-11-12,18
2021-11-13,13
2021-11-14,42
2021-11-15,31
2021-11-16,21
2021-11-17,18
2021-11-18,13
2021-11-19,17
2021-11-20,7
2021-11-21,16
2021-11-22,5
2021-11-23,13
2021-11-24,17
2021-11-25,18
2021-11-26,50
2021-11-27,39
2021-11-28,48
2021-11-29,22
2021-11-30,12
2021-12-01,21
2021-12-02,51
2021-12-03,41
2021-12-04,21
2021-12-05,36
2021-12-06,26
2021-12-07,10
2021-12-08,23
2021-12-09,27
2021-12-10,29
2021-12-11,54
2021-12-12,37
2021-12-13,17
2021-12-14,16
2021-12-15,14
2021-12-16,13
2021-12-17,16
2021-12-18,6
2021-12-19,14
2021-12-20,12
2021-12-21,6
2021-12-22,15
2021-12-23,14
2021-12-24,15
2021-12-25,23
2021-12-26,49
2021-12-27,35
2021-12-28,15
2021-12-29,7
2021-12-30,12
2021-12-31,10
